Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.000202325000000,0,'228','11',Write,ACK
0.000399300000000,0,'228','7',Write,ACK
0.000954300000000,1,'228','0',Write,ACK
0.001151300000000,1,'228','8',Write,ACK
0.001692650000000,2,'228','1',Write,ACK
0.001889625000000,2,'228','193',Write,ACK
0.002430150000000,3,'228','3',Write,ACK
0.002627075000000,3,'228','18',Write,ACK
0.003167625000000,4,'228','2',Write,ACK
0.003364600000000,4,'228','1',Write,ACK
0.003905775000000,5,'228','1',Write,ACK
0.004102775000000,5,'228','227',Write,ACK
0.004626600000000,6,'228','4',Write,ACK
0.005048550000000,7,'229','27',Read,NAK
0.005585050000000,8,'228','5',Write,ACK
0.006007000000000,9,'229','0',Read,NAK
0.101080000000000,10,'228','4',Write,ACK
0.101501900000000,11,'229','17',Read,NAK
0.102039275000000,12,'228','5',Write,ACK
0.102461200000000,13,'229','2',Read,NAK
0.103015000000000,14,'228','1',Write,ACK
0.103211950000000,14,'228','211',Write,ACK
0.151517600000000,15,'228','4',Write,ACK
0.151939500000000,16,'229','28',Read,NAK
0.152476525000000,17,'228','5',Write,ACK
0.152898450000000,18,'229','0',Read,NAK
0.153451975000000,19,'228','1',Write,ACK
0.153648950000000,19,'228','245',Write,ACK
0.161627050000000,20,'228','3',Write,ACK
0.161824050000000,20,'228','17',Write,ACK
0.162379550000000,21,'228','2',Write,ACK
0.162576525000000,21,'228','145',Write,ACK
0.163117825000000,22,'228','1',Write,ACK
0.163314800000000,22,'228','203',Write,ACK
0.968661175000000,23,'228','4',Write,ACK
0.969083150000000,24,'229',3,Read,NAK
0.969620175000000,25,'228','5',Write,ACK
0.970042100000000,26,'229','0',Read,NAK
0.970595625000000,27,'228','1',Write,ACK
0.970792575000000,27,'228','201',Write,ACK
1.977503100000000,28,'228','1',Write,ACK
1.977700125000000,28,'228','193',Write,ACK
1.978255025000000,29,'228','11',Write,ACK
1.978452025000000,29,'228','0',Write,ACK
1.997697675000000,30,'146','20',Write,ACK
1.997894625000000,30,'146','12',Write,ACK
1.998437500000000,31,'146','20',Write,ACK
1.998859475000000,32,'147','12',Read,NAK
2.007786675000000,33,'146','19',Write,ACK
2.007983675000000,33,'146','203',Write,ACK
2.008526475000000,34,'146','19',Write,ACK
2.008948400000000,35,'147','203',Read,NAK
2.017874950000000,36,'146','18',Write,ACK
2.018071975000000,36,'146','255',Write,ACK
2.018614950000000,37,'146','18',Write,ACK
2.019036900000000,38,'147','255',Read,NAK
2.027963700000000,39,'146','17',Write,ACK
2.028160675000000,39,'146','255',Write,ACK
2.028703625000000,40,'146','17',Write,ACK
2.029125525000000,41,'147','255',Read,NAK
2.038052450000000,42,'146','25',Write,ACK
2.038249425000000,42,'146','0',Write,ACK
2.038792300000000,43,'146','25',Write,ACK
2.039214350000000,44,'147','0',Read,NAK
2.048141300000000,45,'146','24',Write,ACK
2.048338300000000,45,'146','0',Write,ACK
2.048881200000000,46,'146','24',Write,ACK
2.049303150000000,47,'147','0',Read,NAK
2.058230125000000,48,'146','23',Write,ACK
2.058427050000000,48,'146','0',Write,ACK
2.058970025000000,49,'146','23',Write,ACK
2.059391925000000,50,'147','0',Read,NAK
2.068318725000000,51,'146','22',Write,ACK
2.068515675000000,51,'146',\n,Write,ACK
2.069058600000000,52,'146','22',Write,ACK
2.069480525000000,53,'147',\n,Read,NAK
2.078408125000000,54,'146',\r,Write,ACK
2.078605100000000,54,'146','0',Write,ACK
2.079147900000000,55,'146',\r,Write,ACK
2.079569800000000,56,'147','0',Read,NAK
